FamilyKey,Action,LoserId,LoserName,LoserKind,LoserWeight,LoserEnrich,SurvivorId,SurvivorName,SurvivorKind,SurvivorWeight,Confidence,Evidence
"squamish nation kingswood capital corp progressive",RETIRE_JV,54155,"Squamish Nation/Kingswood Capital Corp./Progressive Properties",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"james km cheng architects inc francl architecture pfs",RETIRE_JV,54192,"James KM Cheng Architects Inc./ Francl Architecture/ PFS Studio",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"van maren group of companies styline homes djimmie",RETIRE_JV,69884,"Van Maren Group of Companies / Styline Homes / DJimmie Construction",GC,3,2,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"nsda architects richard henry",RETIRE_JV,54217,"NSDA Architects / Richard Henry Architect",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"fairborne homes wall financial",RETIRE_JV,53849,"Fairborne Homes/ Wall Financial Corp.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"anthem properties beedie",RETIRE_JV,53870,"Anthem Properties/Beedie Group",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"canadian metropolitan properties aquilini investment",RETIRE_JV,53847,"Canadian Metropolitan Properties/ Aquilini Investment Group",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"timberwest forest corp edp renewables",RETIRE_JV,53751,"TimberWest Forest Corp./EDP Renewables",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"trust for sustainable development beecher bay first nation",RETIRE_JV,53755,"Trust for Sustainable Development /Beecher Bay (Sci'anew) First Nation",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"capital region hospital district vancouver island health authority",RETIRE_JV,54279,"The Capital Region Hospital District (CRHD)/ Vancouver Island Health Authority",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"dialog keakos and cotter",RETIRE_JV,54258,"DiALOG/ Keakos and Cotter",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"nexen inpex corp jgc",RETIRE_JV,54256,"Nexen/ Inpex Corp./ JGC Corp.",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"paul merrick architecture studio one",RETIRE_JV,54250,"Paul Merrick Architecture/Studio One Architecture Inc.",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"eagle spirit energy holdings ltd aquilini",RETIRE_JV,54231,"Eagle Spirit Energy Holdings Ltd./Aquilini Group",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"buro happold glotman simpson",RETIRE_JV,69947,"Buro Happold (design SE) / Glotman Simpson (engineer of record)",Competitor,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"black ball ferry line clipper navigation",RETIRE_JV,54225,"Black Ball Ferry Line/ Clipper Navigation Ltd.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"maher terminals prince rupert port authority cn rail",RETIRE_JV,53768,"Maher Terminals/Prince Rupert Port Authority/ CN Rail",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"mosaic homes ltd onni developments conwest group of companies",RETIRE_JV,53779,"Mosaic Homes Ltd/Onni Developments/Conwest Group of Companies",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"british columbia investment management corp city",RETIRE_JV,53803,"British Columbia Investment Management Corp./ City Development Corp.",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"townline group surrey city",RETIRE_JV,53838,"Townline Group/ Surrey City Development Corp.",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"thomas leung structural engineering inc opal",RETIRE_JV,69958,"Thomas Leung Structural Engineering Inc. / Opal Engineering Inc.",Competitor,3,2,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"petronas progress japex",RETIRE_JV,53769,"Petronas/Progress/JAPEX.",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"tsilhqot in power corp western biomass",RETIRE_JV,53986,"Tsilhqot'in Power Corp./Western Biomass Corp.",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"alberta infrastructure parkland school division",RETIRE_JV,72333,"Alberta Infrastructure / Parkland School Division",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"bc housing hoy creek housing cooperative",RETIRE_JV,72264,"BC Housing / Hoy Creek Housing Cooperative",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"holborn properties bc housing city of",RETIRE_JV,72258,"Holborn Properties / BC Housing / City of Vancouver",Developer,2,1,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"new commons development city of vancouver bc housing",RETIRE_JV,72257,"New Commons Development / City of Vancouver / BC Housing",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"diamond schmitt architects connect",RETIRE_JV,72394,"Diamond Schmitt Architects / Connect Landscape Architecture",Architect,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"interior health authority bc cancer",RETIRE_JV,72396,"Interior Health Authority / BC Cancer (PHSA)",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"interior health authority central okanagan regional hospital district",RETIRE_JV,72406,"Interior Health Authority / Central Okanagan Regional Hospital District",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"island health bc cancer phsa",RETIRE_JV,72403,"Island Health (VIHA) / BC Cancer / PHSA",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"capitalcare group inc alberta infrastructure",RETIRE_JV,72442,"CapitalCare Group Inc. / Alberta Infrastructure",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"interior health authority bc cancer thompson regional hospital district",RETIRE_JV,72420,"Interior Health Authority / BC Cancer / Thompson Regional Hospital District",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"interior health authority west kootenay boundary regional hospital district kbrh health foundation",RETIRE_JV,72425,"Interior Health Authority / West Kootenay Boundary Regional Hospital District / KBRH Health Foundation",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"interior health authority north okanagan regional hospital district",RETIRE_JV,72428,"Interior Health Authority / North Okanagan Regional Hospital District",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"bc ministry of health interior health kaigo senior living",RETIRE_JV,72429,"BC Ministry of Health / Interior Health / Kaigo Senior Living",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"bc housing province of",RETIRE_JV,72256,"BC Housing / Province of BC",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"recovery alberta alberta infrastructure",RETIRE_JV,72446,"Recovery Alberta / Alberta Infrastructure",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"interior health authority thompson regional hospital district",RETIRE_JV,72450,"Interior Health Authority / Thompson Regional Hospital District",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"interior health authority cariboo chilcotin regional hospital district",RETIRE_JV,72454,"Interior Health Authority / Cariboo Chilcotin Regional Hospital District",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"parkin architects ltd hdr arcadis ibi",RETIRE_JV,72413,"Parkin Architects Ltd. / HDR / Arcadis-IBI Group",Architect,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"bc housing province of bc city of",RETIRE_JV,72255,"BC Housing / Province of BC / City of Surrey",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"mst partnership canada lands",RETIRE_JV,72218,"MST Partnership (Musqueam, Squamish, Tsleil-Waututh) / Canada Lands Company",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"saputo inc beedie",RETIRE_JV,72250,"Saputo Inc. / Beedie Development",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"multiple developers city of",RETIRE_JV,72089,"Multiple Developers / City of Calgary",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"assisted living alberta multiple operators",RETIRE_JV,72086,"Assisted Living Alberta / Multiple Operators",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"calgary arts development calgary municipal land",RETIRE_JV,72084,"Calgary Arts Development / Calgary Municipal Land Corporation",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"deveraux group of companies lansdowne equity ventures",RETIRE_JV,72083,"Deveraux Group of Companies / Lansdowne Equity Ventures",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"government of alberta ahs alberta children s hospital foundation",RETIRE_JV,72075,"Government of Alberta / AHS / Alberta Children's Hospital Foundation",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"homespace society inn from the cold miskanawah",RETIRE_JV,72065,"HomeSpace Society / Inn from the Cold / Miskanawah",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"calgary municipal land corporation city of",RETIRE_JV,72064,"Calgary Municipal Land Corporation (CMLC) / City of Calgary",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"ayrshire group copenhagen",RETIRE_JV,72059,"Ayrshire Group / Copenhagen Group",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"trico communities calgary municipal land",RETIRE_JV,72058,"Trico Communities / Calgary Municipal Land Corporation (CMLC)",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"ayrshire group calgary municipal land",RETIRE_JV,72056,"Ayrshire Group / Calgary Municipal Land Corporation (CMLC)",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"chinook s edge school division red deer catholic regional schools",RETIRE_JV,72055,"Chinook's Edge School Division / Red Deer Catholic Regional Schools",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"government of alberta ahs alberta children s hospital foundation",RETIRE_JV,72051,"Government of Alberta (Alberta Infrastructure) / AHS / Alberta Children's Hospital Foundation",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"ymca calgary calgary public library city of",RETIRE_JV,72040,"YMCA Calgary / Calgary Public Library / City of Calgary",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"ledcor balfour beatty",RETIRE_JV,71494,"Ledcor / Balfour Beatty (Affinity Partnerships)",GC,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"fast epp wsp",RETIRE_JV,71262,"Fast + Epp / WSP Canada",Competitor,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"calgary public library city of",RETIRE_JV,72093,"Calgary Public Library / City of Calgary",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"catalyst community developments city of north vancouver bc housing",RETIRE_JV,72253,"Catalyst Community Developments / City of North Vancouver / BC Housing",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"bow valley college cmlc",RETIRE_JV,72095,"Bow Valley College / CMLC",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"city of vancouver vancouver board of parks and recreation vancouver public library vsb",RETIRE_JV,72150,"City of Vancouver / Vancouver Board of Parks and Recreation / Vancouver Public Library / VSB",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"bosa properties chunghwa",RETIRE_JV,72246,"Bosa Properties / Chunghwa",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"musqueam first nation townline homes ymca of greater",RETIRE_JV,72243,"Musqueam First Nation / Townline Homes / YMCA of Greater Vancouver",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"vgh ubc hospital foundation vancouver coastal health",RETIRE_JV,72238,"VGH & UBC Hospital Foundation / Vancouver Coastal Health",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"province of bc infrastructure bc",RETIRE_JV,72223,"Province of BC / Infrastructure BC",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"mst partnership aquilini",RETIRE_JV,72220,"MST Partnership / Aquilini Development (MSTA Partnership)",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"squamish nation optrust",RETIRE_JV,72213,"Squamish Nation / OPTrust",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"provincial health services authority bc cancer",RETIRE_JV,72212,"Provincial Health Services Authority / BC Cancer",Buyer,2,1,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"city of surrey province of bc simon fraser university",RETIRE_JV,72144,"City of Surrey / Province of BC / Simon Fraser University",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"hariri pontarini architects adamson architects scdc",RETIRE_JV,72203,"Hariri Pontarini Architects / Adamson Architects / SCDC (joint venture)",Architect,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"ryder architecture 3xn gxn",RETIRE_JV,72200,"Ryder Architecture / 3XN GXN (joint venture)",Architect,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"musson cattell mackey partnership pfs",RETIRE_JV,72194,"Musson Cattell Mackey Partnership / PFS Studio (landscape)",Architect,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"norr architects engineers parkin",RETIRE_JV,72162,"NORR Architects & Engineers / Parkin Architects",Architect,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"city of richmond lulu island energy",RETIRE_JV,72156,"City of Richmond / Lulu Island Energy Company",Buyer,2,1,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"city of vancouver bc housing raycam co operative association",RETIRE_JV,72155,"City of Vancouver / BC Housing / RayCam Co-operative Association",Buyer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"patkau architects acton ostry",RETIRE_JV,72201,"Patkau Architects / Acton Ostry Architects (joint venture)",Architect,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"various developers calgary airport authority",RETIRE_JV,72096,"Various Developers / Calgary Airport Authority",Developer,2,0,,,,,Review,"slash-joined JV row; linkWeight=2; project artifact, retire not merge"
"wsp aspect structural",RETIRE_JV,72206,"WSP / Aspect Structural Engineers",Competitor,1,1,,,,,Review,"slash-joined JV row; linkWeight=1; project artifact, retire not merge"
"southwest contracting ltd gemco",RETIRE_JV,72167,"Southwest Contracting Ltd. / Gemco Construction Ltd.",GC,1,1,,,,,Review,"slash-joined JV row; linkWeight=1; project artifact, retire not merge"
"not separately identified hh angus for mechanical electrical",RETIRE_JV,72452,"Not separately identified (NORR integrated team); HH Angus for mechanical/electrical",Competitor,1,0,,,,,Review,"slash-joined JV row; linkWeight=1; project artifact, retire not merge"
